StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q31,Q36_1,Q4,Q5,Q8,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q9,Q10,Q17,Q11,Q7,Q12,Q14,Q15,Q32,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q34,Q35
2023-12-01 18:02:19,2023-12-01 18:14:14,IP Address,47.203.230.194,100,714,True,2023-12-01 18:14:15,R_2b2HVAObq7O6hpQ,,,,,27.9455,-82.4598,anonymous,EN,I agree to participate.,Yes,Hillsborough,I had trouble finding a provider that met my needs.,Other,Other,3,2,1,4,5,6,"2 children  ","Greater than $150  ","Less than 1 year-old,2-year-old ","Home  ","Personal motor vehicle ",5 to 10 minutes,8,6,4,"Married ","English ",Very well,"$30,000 to $39,000  ","Bachelor’s degree (BA, BS, AB) ","Employed part-time ",Yes,Not Hispanic or Latino,Black or African American
2023-12-01 18:16:14,2023-12-01 18:19:26,IP Address,174.228.162.112,100,191,True,2023-12-01 18:19:26,R_2V3V0GCJMDvo38t,,,,,28.6344,-81.6221,anonymous,EN,I agree to participate.,Yes,Leon,I wanted to stay at my current childcare provider who did not participate in the Florida School Readiness program (ELC voucher/subsidy).,I was no longer eligible for the Florida School Readiness program (ELC voucher/subsidy).,Other,1,3,4,2,5,6,"1 child ","Greater than $150  ","5-year-old ","Home  ","Carpool with friends, family, or coworkers  ",5 to 10 minutes,6,8,3,Single,"English ",Very well,"Less than $14,000 ","High school graduate or GED completed ","Employed full-time ",Yes,Not Hispanic or Latino,Black or African American
2023-12-01 19:27:20,2023-12-01 19:27:47,IP Address,97.103.129.248,100,26,True,2023-12-01 19:27:48,R_QcRAvnF3oKTZTi1,,,,,28.1404,-80.6514,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 19:31:36,2023-12-01 19:31:50,IP Address,68.204.242.34,100,14,True,2023-12-01 19:31:51,R_1onGdY6n8YY44Xg,,,,,28.5531,-81.7597,anonymous,EN,I do not wish to participate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 20:02:59,2023-12-01 20:03:20,IP Address,172.56.97.241,100,21,True,2023-12-01 20:03:20,R_7ZFcigbvzY2vEch,,,,,28.0508,-82.4484,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 23:51:31,2023-12-01 23:54:51,IP Address,70.187.62.74,100,200,True,2023-12-01 23:54:52,R_3KDDBBQC4AhLMGD,,,,,30.4462,-87.2624,anonymous,EN,I agree to participate.,Yes,Escambia,"My circumstances changed, and I no longer needed childcare for my child(ren).",Other,Other,1,4,5,2,3,6,"1 child ","$25-50 ","5-year-old ","Work  ","Personal motor vehicle ",Less than 5 minutes,6,8,2,"Divorced/Separated ","English ",Very well,"$30,000 to $39,000  ","Some college credit but no degree ","Employed full-time ",No,Not Hispanic or Latino,White
2023-12-02 05:08:48,2023-12-02 05:09:08,IP Address,35.137.78.110,100,19,True,2023-12-02 05:09:08,R_2fBf6gwkuN3x09X,,,,,28.2987,-82.6902,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-02 05:09:18,2023-12-02 05:09:41,IP Address,35.137.78.110,100,23,True,2023-12-02 05:09:42,R_r10mtwxTyTp6GdP,,,,,28.2987,-82.6902,anonymous,EN,I do not wish to participate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-02 05:19:13,2023-12-02 05:19:34,IP Address,98.53.20.228,100,21,True,2023-12-02 05:19:35,R_3gMhQlr5V2s97yS,,,,,26.7457,-80.0722,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-02 05:44:08,2023-12-02 05:49:56,IP Address,107.115.227.75,100,348,True,2023-12-02 05:49:57,R_33ptv0QNSDoZ27k,,,,,25.9562,-80.1828,anonymous,EN,I agree to participate.,Yes,Palm Beach,I had trouble finding a provider that met my needs.,I found alternative care arrangements without using the Florida School Readiness program  (ELC voucher/subsidy).,I did not experience any challenges.,4,2,5,3,6,1,"3 children  ","$0-25 ",Not Applicable,"Home  ","Personal motor vehicle ",5 to 10 minutes,5:00,9:00,4,"Divorced/Separated ",,Very well,"Less than $14,000 ","High school graduate or GED completed ","Prefer not to say ",No,Not Hispanic or Latino,"Black or African American,White"
2023-12-02 09:08:40,2023-12-02 09:12:38,IP Address,57.135.15.42,100,237,True,2023-12-02 09:12:39,R_D1wwtIT65KNL1e1,,,,,26.9146,-82.0559,anonymous,EN,I agree to participate.,Yes,Charlotte,I had trouble finding a provider that met my needs.,"I was no longer eligible for the Florida School Readiness program (ELC voucher/subsidy).,Other","Available providers were too expensive.,None of the available providers were a good fit for my needs.",2,4,3,5,1,6,"3 children  ","$0-25 ","2-year-old ,5-year-old ","Home  ","Personal motor vehicle ",5 to 10 minutes,7,5,6+,"Married ","English ",Very well,"$30,000 to $39,000  ","High school graduate or GED completed ","Seeking job opportunities ",No,Prefer not to answer,White
2023-12-02 09:35:59,2023-12-02 09:36:07,IP Address,172.59.104.243,100,8,True,2023-12-02 09:36:08,R_1OvGJI6ys8D4s28,,,,,30.0035,-90.0607,anonymous,EN,I do not wish to participate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-02 09:52:50,2023-12-02 09:53:03,IP Address,104.28.32.197,100,13,True,2023-12-02 09:53:04,R_3iOmdleNyRAgD8s,,,,,33.8621,-84.4198,anonymous,EN,I do not wish to participate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-02 09:53:12,2023-12-02 09:53:26,IP Address,104.28.32.197,100,13,True,2023-12-02 09:53:27,R_3hareX2TgUUCltG,,,,,33.8621,-84.4198,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-02 10:56:34,2023-12-02 11:09:17,IP Address,47.205.76.63,100,762,True,2023-12-02 11:09:18,R_24HRaIoJn8kLzp5,,,,,28.0167,-82.1359,anonymous,EN,I agree to participate.,Yes,Hillsborough,"My circumstances changed, and I no longer needed childcare for my child(ren).",Other,Other,5,2,4,1,3,6,"2 children  ","$50-75 ",Not Applicable,"Home  ","Personal motor vehicle ",5 to 10 minutes,6:00,6:00,6+,Living with partner in same household,,Well,"$15,000 to 19,000 ","9th-12th grade (no high school diploma) ","Employed full-time ",No,Prefer not to answer,Asian
2023-12-02 11:17:47,2023-12-02 11:20:23,IP Address,108.72.195.98,100,156,True,2023-12-02 11:20:24,R_3fWaEzvzE7oPUQa,,,,,26.782,-80.0653,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-02 09:45:05,2023-12-02 12:42:07,IP Address,108.147.177.13,100,10622,True,2023-12-02 12:42:08,R_10Zxb9KqOwaMgfB,,,,,34.0014,-84.0144,anonymous,EN,I agree to participate.,Yes,Alachua,I had trouble finding a provider that met my needs.,,"Available providers were too expensive.,Available providers were not conveniently located.",4,1,5,6,3,2,"5 or more children ","$50-75 ","Less than 1 year-old,1-year-old ,2-year-old ,4-year-old ","Home  ","Bus or other public transportation ",10 to 20 minutes,7am,6pm,6+,Living with partner in same household,,Very well,"$15,000 to 19,000 ","Some college credit but no degree ","Homemaking (not paid) ",,Not Hispanic or Latino,Black or African American
2023-12-02 16:26:45,2023-12-02 16:26:57,IP Address,166.198.161.65,100,11,True,2023-12-02 16:26:57,R_BypMsC1n8V890AN,,,,,33.7485,-84.3871,anonymous,EN,I do not wish to participate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-02 18:39:48,2023-12-02 18:40:00,IP Address,24.254.123.20,100,11,True,2023-12-02 18:40:00,R_Oe95Vy3XZ29wLYJ,,,,,30.4594,-87.2075,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-02 21:25:29,2023-12-02 21:26:12,IP Address,174.176.76.119,100,42,True,2023-12-02 21:26:12,R_1Sqt9w7yNMRwo6t,,,,,30.3562,-81.688,anonymous,EN,I do not wish to participate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-03 02:02:13,2023-12-03 02:02:20,IP Address,76.18.225.11,100,7,True,2023-12-03 02:02:21,R_BEy1wM28YZ72iXL,,,,,30.3478,-81.6493,anonymous,EN,I do not wish to participate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-03 06:46:42,2023-12-03 06:46:55,IP Address,71.146.167.72,100,12,True,2023-12-03 06:46:56,R_3NERy6T3LY2Xg7N,,,,,30.3498,-87.1655,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-03 11:43:36,2023-12-03 11:43:54,IP Address,73.118.53.64,100,18,True,2023-12-03 11:43:55,R_2sRMVWQUNWIokP5,,,,,30.4274,-84.258,anonymous,EN,I do not wish to participate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04 04:43:54,2023-12-04 04:44:45,IP Address,104.28.92.204,100,51,True,2023-12-04 04:44:45,R_26bb2Zj203eAwjs,,,,,25.7846,-80.233,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04 07:51:51,2023-12-04 07:52:04,IP Address,35.145.164.114,100,13,True,2023-12-04 07:52:05,R_3HLxHSZBTRburBv,,,,,27.8407,-82.7155,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04 08:06:49,2023-12-04 08:07:11,IP Address,72.186.179.157,100,21,True,2023-12-04 08:07:11,R_3mfVnNgcF6rssds,,,,,28.0451,-82.688,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04 08:07:20,2023-12-04 08:07:34,IP Address,172.58.174.244,100,14,True,2023-12-04 08:07:35,R_1f8vGKV6oVGfKF9,,,,,28.5788,-81.4396,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04 08:15:03,2023-12-04 08:17:54,IP Address,97.104.21.42,100,171,True,2023-12-04 08:17:55,R_vvMYQdQgfiLOIRr,,,,,29.5554,-81.2207,anonymous,EN,I agree to participate.,Yes,Flagler,I had trouble finding a provider that met my needs.,,I could not find a provider with openings to serve my child/children.,3,4,1,5,2,6,"2 children  ","Greater than $150  ","Less than 1 year-old,2-year-old ","Relatives ","Personal motor vehicle ",5 to 10 minutes,7:00,6:00,6+,Single,"English ",Very well,"$20,000 to 29,000 ","Bachelor’s degree (BA, BS, AB) ","Homemaking (not paid) ",No,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander
2023-12-04 08:38:02,2023-12-04 08:38:29,IP Address,35.145.231.33,100,27,True,2023-12-04 08:38:29,R_3KVg9Bsxh4Wnb3t,,,,,28.0436,-81.7333,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04 08:36:24,2023-12-04 08:38:59,IP Address,97.101.69.43,100,154,True,2023-12-04 08:38:59,R_1HpKt4YNDDjX0fD,,,,,29.5554,-81.2207,anonymous,EN,I agree to participate.,Yes,Flagler,I had trouble finding a provider that met my needs.,Other,"Available providers were too expensive.,Available providers were not open during the hours I needed.",1,2,4,3,5,6,"1 child ","$0-25 ","3-year-old ","Home  ","Personal motor vehicle ",5 to 10 minutes,6,6,6+,"Divorced/Separated ","English ",Very well,"$20,000 to 29,000 ","Associate degree (AA, AS) ","Employed part-time ",No,Not Hispanic or Latino,Black or African American
2023-12-04 08:48:01,2023-12-04 08:49:17,IP Address,12.87.159.158,100,75,True,2023-12-04 08:49:17,R_ZdGzvH5qxWq6pb3,,,,,28.5436,-81.3738,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04 08:52:30,2023-12-04 08:52:49,IP Address,107.115.227.125,100,18,True,2023-12-04 08:52:50,R_2qz9yS5FSkBW9uK,,,,,25.9562,-80.1828,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04 09:26:02,2023-12-04 10:01:54,IP Address,97.104.33.28,100,2152,True,2023-12-04 10:01:54,R_3lPu5Book2BglqR,,,,,28.9025,-81.248,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04 10:04:29,2023-12-04 10:12:10,IP Address,47.202.63.126,100,460,True,2023-12-04 10:12:10,R_r78z3biw8t5Z56N,,,,,27.3407,-82.5174,anonymous,EN,I agree to participate.,Yes,Sarasota,"My circumstances changed, and I no longer needed childcare for my child(ren).",I decided to stay home with my child.,"Available providers were too expensive.,Available providers were not open during the hours I needed.,I did not feel comfortable with any available providers.",2,3,1,4,5,6,"1 child ","$0-25 ",Less than 1 year-old,"Work  ","Personal motor vehicle ",5 to 10 minutes,6,3,6+,"Married ","English ",Well,"$20,000 to 29,000 ","High school graduate or GED completed ","Employed part-time ",Yes,Prefer not to answer,Prefer not to answer
2023-12-04 10:19:00,2023-12-04 10:22:13,IP Address,104.28.92.189,100,193,True,2023-12-04 10:22:14,R_1lztt7Bft9iB0Ac,,,,,28.5436,-81.3738,anonymous,EN,I agree to participate.,Yes,Seminole,I had trouble finding a provider that met my needs.,Other,Available providers were not conveniently located.,4,1,2,5,3,6,"2 children  ","$25-50 ","3-year-old ,5-year-old ","Home  ","Personal motor vehicle ",10 to 20 minutes,6,6,4,Living with partner in same household,"English ",Very well,"$20,000 to 29,000 ","Some college credit but no degree ","Employed full-time ",No,Not Hispanic or Latino,Black or African American
2023-12-04 10:32:02,2023-12-04 10:32:16,IP Address,166.198.161.17,100,14,True,2023-12-04 10:32:17,R_xxBAkcR1ZdNuE6J,,,,,33.7485,-84.3871,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04 13:23:44,2023-12-04 13:24:07,IP Address,20.246.168.156,100,23,True,2023-12-04 13:24:08,R_1OCvVHAu8tkYT9e,,,,,37.9273,-76.8545,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-20 13:50:56,2023-11-20 13:51:13,IP Address,70.171.52.33,12,16,False,2023-12-04 13:51:14,R_30dj0piLgU6UM1W,,,,,,,anonymous,EN,I agree to participate.,Yes,Bradford,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04 14:10:58,2023-12-04 14:16:30,IP Address,166.205.159.39,100,331,True,2023-12-04 14:16:31,R_V1IVoDE2gxgXJfz,,,,,25.8119,-80.2318,anonymous,EN,I agree to participate.,Yes,Palm Beach,I had trouble finding a provider that met my needs.,Other,Other,6,3,1,5,4,2,"3 children  ","$0-25 ",Not Applicable,"Home  ","Personal motor vehicle ",Less than 5 minutes,6:00 - 7:00,3:00 - 6:30,4,"Divorced/Separated ","English ",Very well,"Less than $14,000 ","Some college credit but no degree ","Homemaking (not paid) ",No,Not Hispanic or Latino,Black or African American
2023-12-04 14:28:56,2023-12-04 14:29:16,IP Address,172.58.128.226,100,19,True,2023-12-04 14:29:17,R_3dF9mQidUN6cMIx,,,,,25.7793,-80.2088,anonymous,EN,I do not wish to participate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04 15:53:54,2023-12-04 15:58:34,IP Address,70.171.34.110,100,280,True,2023-12-04 15:58:35,R_3gS0xw8CDXKO4EC,,,,,29.6138,-82.386,anonymous,EN,I agree to participate.,Yes,Alachua,I wanted to stay at my current childcare provider who did not participate in the Florida School Readiness program (ELC voucher/subsidy).,,Other,4,5,1,3,2,6,"3 children  ","$0-25 ","5-year-old ,6-years-old or older  ","Work  ","Personal motor vehicle ",10 to 20 minutes,11,11 pm,4,"Divorced/Separated ","English ",Very well,"$20,000 to 29,000 ","High school graduate or GED completed ","Employed full-time ",No,Hispanic or Latino,Black or African American
2023-12-04 16:47:36,2023-12-04 16:48:03,IP Address,35.137.202.165,100,26,True,2023-12-04 16:48:03,R_sU7o2QwGozjTUY1,,,,,28.0823,-82.7297,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 03:55:37,2023-12-05 03:55:56,IP Address,68.226.4.107,100,18,True,2023-12-05 03:55:57,R_1rIAuXA0PttXEV0,,,,,29.6467,-82.3284,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 05:57:49,2023-12-05 05:59:10,IP Address,108.147.198.46,100,80,True,2023-12-05 05:59:11,R_785QdIBazLt4jYt,,,,,33.7485,-84.3871,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 06:00:52,2023-12-05 06:01:12,IP Address,170.249.152.10,100,19,True,2023-12-05 06:01:12,R_1hGVzrlSW30kjnn,,,,,30.4908,-84.3158,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 06:01:01,2023-12-05 06:01:25,IP Address,104.28.92.191,100,24,True,2023-12-05 06:01:26,R_3r1wPN2Qm849rWG,,,,,28.0395,-81.9498,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 05:59:53,2023-12-05 06:02:40,IP Address,172.59.65.144,100,166,True,2023-12-05 06:02:41,R_3MaQSDWBORCnDRZ,,,,,30.3478,-81.6493,anonymous,EN,I agree to participate.,Yes,Duval,I had trouble finding a provider that met my needs.,,I did not experience any challenges.,6,2,4,5,3,1,"1 child ","$0-25 ","1-year-old ","Home  ","Walking ",Less than 5 minutes,8,4,4,Single,"English ",Very well,"Less than $14,000 ","High school graduate or GED completed ","Seeking job opportunities ",No,Not Hispanic or Latino,Black or African American
2023-12-05 05:58:17,2023-12-05 06:04:22,IP Address,98.170.247.193,100,364,True,2023-12-05 06:04:22,R_2OPYPnqy6ZtHRda,,,,,30.7617,-86.5883,anonymous,EN,I agree to participate.,Yes,Okaloosa,I had trouble finding a provider that met my needs.,Other,I could not find a provider with openings to serve my child/children.,2,1,3,4,5,6,"2 children  ","$75-100 ","1-year-old ,3-year-old ","Home  ","Personal motor vehicle ",5 to 10 minutes,6am,6pm,5,Single,"English ",Very well,"$30,000 to $39,000  ","High school graduate or GED completed ","Employed full-time ",,Not Hispanic or Latino,Black or African American
2023-12-05 06:04:08,2023-12-05 06:04:34,IP Address,107.115.112.12,100,26,True,2023-12-05 06:04:35,R_2e2U0Xj5vjY3HHp,,,,,37.751,-97.822,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 05:59:20,2023-12-05 06:04:47,IP Address,172.59.65.36,100,326,True,2023-12-05 06:04:48,R_1Hi1Jtby8joVRQ4,,,,,30.3478,-81.6493,anonymous,EN,I agree to participate.,Yes,Duval,I had trouble finding a provider that met my needs.,I decided to stay home with my child.,I could not find a provider with openings to serve my child/children.,2,3,1,5,4,6,"2 children  ","$0-25 ",Less than 1 year-old,"Home  ","Personal motor vehicle ",5 to 10 minutes,6,6,3,Single,"English ",Very well,"Less than $14,000 ","High school graduate or GED completed ","Seeking job opportunities ",No,Not Hispanic or Latino,Black or African American
2023-12-05 06:04:50,2023-12-05 06:07:50,IP Address,107.115.112.12,100,180,True,2023-12-05 06:07:51,R_31z6szsjrRXB02A,,,,,37.751,-97.822,anonymous,EN,I agree to participate.,Yes,Broward,I had trouble finding a provider that met my needs.,,I could not find a provider with openings to serve my child/children.,4,5,2,6,3,1,"1 child ","$75-100 ","4-year-old ","Work  ","Personal motor vehicle ",10 to 20 minutes,6,6,2,Single,"English ",Very well,"$15,000 to 19,000 ","High school graduate or GED completed ","Employed full-time ",Yes,Not Hispanic or Latino,Black or African American
2023-12-05 06:07:48,2023-12-05 06:13:27,IP Address,172.58.172.184,100,339,True,2023-12-05 06:13:27,R_OoHXIADMz783cNH,,,,,28.5436,-81.3738,anonymous,EN,I agree to participate.,Yes,Marion,I had trouble finding a provider that met my needs.,Other,"Available providers were not conveniently located.,Other",1,2,3,4,5,6,"1 child ","$25-50 ","6-years-old or older  ","Relatives ","Personal motor vehicle ",5 to 10 minutes,2:30,7:00,2,Single,"English ",Very well,"Less than $14,000 ","High school graduate or GED completed ","Homemaking (not paid) ",No,Not Hispanic or Latino,Black or African American
2023-12-05 06:06:54,2023-12-05 06:13:47,IP Address,172.56.97.100,100,413,True,2023-12-05 06:13:48,R_3iD574P7Lljq1tg,,,,,28.0508,-82.4484,anonymous,EN,I agree to participate.,Yes,Pasco,I wanted to stay at my current childcare provider who did not participate in the Florida School Readiness program (ELC voucher/subsidy).,,I did not feel comfortable with any available providers.,1,3,2,4,5,6,"2 children  ","$25-50 ","6-years-old or older  ","My other children’s school  ","Personal motor vehicle ",5 to 10 minutes,6:00,6:00,3,Single,"English ",Very well,"$15,000 to 19,000 ","Associate degree (AA, AS) ","Employed full-time ",No,Hispanic or Latino,Black or African American
2023-12-05 06:39:54,2023-12-05 06:41:26,IP Address,16.98.16.28,100,92,True,2023-12-05 06:41:27,R_2yrWqMVvnL2aaAQ,,,,,29.2007,-81.0388,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 06:39:47,2023-12-05 06:42:49,IP Address,139.64.204.2,100,182,True,2023-12-05 06:42:50,R_1jqclYt2To62Pv7,,,,,26.6642,-80.1732,anonymous,EN,I agree to participate.,Yes,Palm Beach,I had trouble finding a provider that met my needs.,,I could not find a provider with openings to serve my child/children.,1,3,2,4,5,6,"1 child ","$0-25 ","6-years-old or older  ","Home  ","Personal motor vehicle ",5 to 10 minutes,6,6,3,Single,"English ",Very well,"$40,000 to $49,000 ",Graduate or professional degree,"Employed full-time ",No,Not Hispanic or Latino,Black or African American
2023-12-05 06:41:32,2023-12-05 06:43:43,IP Address,57.135.15.42,100,131,True,2023-12-05 06:43:44,R_25EiSQGnmn165iT,,,,,26.9146,-82.0559,anonymous,EN,I agree to participate.,Yes,Charlotte,I had trouble finding a provider that met my needs.,"I was no longer eligible for the Florida School Readiness program (ELC voucher/subsidy).,Other","Available providers were not high quality.,None of the available providers were a good fit for my needs.",2,4,3,5,1,6,"3 children  ","$0-25 ","2-year-old ,5-year-old ","My other children’s school  ","Personal motor vehicle ",5 to 10 minutes,7,5,6+,"Married ","English ",Very well,"$30,000 to $39,000  ","High school graduate or GED completed ","Homemaking (not paid) ",No,Not Hispanic or Latino,White
2023-12-05 06:46:46,2023-12-05 06:47:11,IP Address,172.56.97.22,100,24,True,2023-12-05 06:47:11,R_2aFJRw36ssW3HIB,,,,,28.0508,-82.4484,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 06:52:17,2023-12-05 06:52:30,IP Address,172.56.96.143,100,13,True,2023-12-05 06:52:31,R_2rx46PMvYAmoSlg,,,,,27.959,-82.4938,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 06:53:12,2023-12-05 06:53:31,IP Address,64.24.125.131,100,19,True,2023-12-05 06:53:32,R_2hjZLxi4gmoSsJr,,,,,29.6138,-82.386,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 06:56:48,2023-12-05 07:03:39,IP Address,172.58.128.138,100,410,True,2023-12-05 07:03:40,R_10uzTqfz1WPmCKZ,,,,,25.7793,-80.2088,anonymous,EN,I agree to participate.,Yes,Lee,I had trouble finding a provider that met my needs.,,Available providers were too expensive.,1,3,4,5,6,2,"3 children  ","$0-25 ","5-year-old ,6-years-old or older  ","Home  ","Personal motor vehicle ",20 to 30 minutes,10,1,6+,Living with partner in same household,"Haitian Creole ",Well,"$15,000 to 19,000 ","9th-12th grade (no high school diploma) ","Employed part-time ",No,Not Hispanic or Latino,Other
2023-12-05 07:01:33,2023-12-05 07:04:39,IP Address,23.24.180.21,100,185,True,2023-12-05 07:04:39,R_2f9jwBHHqwfoND7,,,,,26.6598,-80.2429,anonymous,EN,I agree to participate.,Yes,Broward,I had trouble finding a provider that met my needs.,,I could not find a provider with openings to serve my child/children.,2,1,3,4,5,6,"1 child ","$25-50 ",Less than 1 year-old,"Home  ","Personal motor vehicle ",5 to 10 minutes,6,6,3,Single,"English ",Very well,"$30,000 to $39,000  ","Some college credit but no degree ","Employed full-time ",No,Not Hispanic or Latino,Black or African American
2023-12-05 07:08:29,2023-12-05 07:08:54,IP Address,104.28.92.206,100,24,True,2023-12-05 07:08:54,R_O8B7zYXUNOZKmjL,,,,,25.8799,-80.3364,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 07:08:06,2023-12-05 07:14:01,IP Address,98.174.37.9,100,354,True,2023-12-05 07:14:01,R_RQYVpnd5SVqJRrb,,,,,30.4594,-87.2075,anonymous,EN,I agree to participate.,Yes,Escambia,I had trouble finding a provider that met my needs.,,Available providers were not open during the hours I needed.,4,5,2,1,3,6,"2 children  ","$50-75 ",Not Applicable,"Other location ","Personal motor vehicle ",5 to 10 minutes,7,6,3,Single,"English ",Very well,"$30,000 to $39,000  ","Some college credit but no degree ","Employed full-time ",No,Not Hispanic or Latino,White
2023-12-05 07:17:42,2023-12-05 07:18:03,IP Address,204.76.134.30,100,20,True,2023-12-05 07:18:03,R_2wtbRRPc3Wkk3CK,,,,,27.9455,-82.4598,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 07:43:52,2023-12-05 07:44:09,IP Address,104.28.32.197,100,16,True,2023-12-05 07:44:09,R_3rJ7Zu2Yt5RgFp9,,,,,33.8621,-84.4198,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 07:47:24,2023-12-05 07:47:57,IP Address,166.196.54.4,100,33,True,2023-12-05 07:47:58,R_8izyxLSr6MTBHeF,,,,,33.7485,-84.3871,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 08:37:50,2023-12-05 08:38:15,Spam,20.10.200.203,100,25,True,2023-12-05 08:38:16,R_3iJciLAgpN72JlP,,,,,36.6534,-78.375,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 09:05:12,2023-12-05 09:05:23,IP Address,68.200.158.145,100,11,True,2023-12-05 09:05:24,R_1r30Mw6WyLIpeZ8,,,,,28.0702,-81.9641,anonymous,EN,I do not wish to participate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05 08:59:00,2023-12-05 09:12:53,IP Address,68.1.97.82,100,833,True,2023-12-05 09:12:54,R_O0PGm0GY42JSUMx,,,,,30.4594,-87.2075,anonymous,EN,I agree to participate.,Yes,Escambia,I had trouble finding a provider that met my needs.,,I could not find a provider with openings to serve my child/children.,3,4,2,5,1,6,"2 children  ","$50-75 ","4-year-old ","Home  ","Bus or other public transportation ",5 to 10 minutes,6,8,3,Single,"English ",Very well,"Less than $14,000 ","Some college credit but no degree ","Seeking job opportunities ",No,Not Hispanic or Latino,Black or African American
2023-12-05 09:12:31,2023-12-05 09:12:56,IP Address,35.145.110.160,100,24,True,2023-12-05 09:12:56,R_1kOCZvQw0G4sX2v,,,,,29.1565,-82.2095,anonymous,EN,I agree to participate.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
